Orden,Tipo de contenedor,Tipo de contenedor normalizado,Modelo,Carga,Lote,Dirección,Barrio,Distrito,Latitud,Longitud,X,Y,Código de localización
28030,Orgánica,Organica,O 2750 CL,Carga lateral,1,"Calle Angelita Camarero, 14",Peñagrande,Fuencarral-El Pardo,40.481320699983,-3.72555651695,438503.487,4481434.112,CL_083_044
28031,Restos,Restos,R 800 CT,Carga trasera,1,"Calle San Restituto, 78",Valdezarza,Moncloa-Aravaca,40.466006358345,-3.716025252289,439297.552,4479727.611,CT_094_007
28032,Restos,Restos,R 800 CT,Carga trasera,1,"Calle San Restituto, 78",Valdezarza,Moncloa-Aravaca,40.466006358345,-3.716025252289,439297.552,4479727.611,CT_094_007
28033,Restos,Restos,R 800 CT,Carga trasera,1,"Calle San Restituto, 78",Valdezarza,Moncloa-Aravaca,40.466006358345,-3.716025252289,439297.552,4479727.611,CT_094_007
28034,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,1,"Calle San Restituto, 78",Valdezarza,Moncloa-Aravaca,40.466006358345,-3.716025252289,439297.552,4479727.611,CT_094_007
28035,PMB,PlasticosMetalesYBriks,E 800 CT,Carga trasera,1,"Calle San Restituto, 78",Valdezarza,Moncloa-Aravaca,40.466006358345,-3.716025252289,439297.552,4479727.611,CT_094_007
28036,Orgánica,Organica,O 800 CT,Carga trasera,1,"Calle San Restituto, 78",Valdezarza,Moncloa-Aravaca,40.466006358345,-3.716025252289,439297.552,4479727.611,CT_094_007
28037,Restos,Restos,R 2750 CL,Carga lateral,1,"Calle Isla de Zanzíbar, 10",Peñagrande,Fuencarral-El Pardo,40.478428869447,-3.723696723049,438658.488,4481111.822,CL_083_100
28038,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,1,"Calle Isla de Zanzíbar, 10",Peñagrande,Fuencarral-El Pardo,40.478428869447,-3.723696723049,438658.488,4481111.822,CL_083_100
28039,Orgánica,Organica,O 2750 CL,Carga lateral,1,"Calle Isla de Zanzíbar, 10",Peñagrande,Fuencarral-El Pardo,40.478428869447,-3.723696723049,438658.488,4481111.822,CL_083_100
28040,Papel-cartón,PapelCarton,PC SOTERRADO,Soterrado,1,"Calle Huertas, 71",Cortes,Centro,40.413059929911,-3.695391138308,441000.594,4473836.574,CS_013_017
28041,PMB,PlasticosMetalesYBriks,E SOTERRADO,Soterrado,1,"Calle Huertas, 71",Cortes,Centro,40.413059929911,-3.695391138308,441000.594,4473836.574,CS_013_017
28042,Vidrio,Vidrio,V SOTERRADO,Soterrado,1,"Calle Huertas, 71",Cortes,Centro,40.413059929911,-3.695391138308,441000.594,4473836.574,CS_013_017
28043,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,1,"Calle La Serna del Monte, 2",Peñagrande,Fuencarral-El Pardo,40.472471721437,-3.719578736917,439002.146,4480447.72,CS_083_007
28044,Vidrio,Vidrio,V 3100 CS,Carga superior,1,"Calle La Serna del Monte, 2",Peñagrande,Fuencarral-El Pardo,40.472471721437,-3.719578736917,439002.146,4480447.72,CS_083_007
28045,Restos,Restos,R 2750 CL,Carga lateral,3,"Paseo Alberto Palacios, 82",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343432949603,-3.716408860792,439154.756,4466122.299,CL_171_047
28046,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Paseo Alberto Palacios, 82",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343432949603,-3.716408860792,439154.756,4466122.299,CL_171_047
28047,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Paseo Alberto Palacios, 82",Villaverde Alto - casco histórico de Villaverde,Villaverde,40.343432949603,-3.716408860792,439154.756,4466122.299,CL_171_047
28048,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,1,"Calle Ferraz, 104",Argüelles,Moncloa-Aravaca,40.431554402779,-3.722498476523,438717.48,4475907.906,CS_092_012
28049,Vidrio,Vidrio,V 3100 CS ABATIBLE,Carga superior abatible,1,"Calle Ferraz, 104",Argüelles,Moncloa-Aravaca,40.431554402779,-3.722498476523,438717.48,4475907.906,CS_092_012
28050,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Oporto, 5",Abrantes,Carabanchel,40.385162518057,-3.720604303952,438836.161,4470757.118,CL_117_048
28051,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Oporto, 5",Abrantes,Carabanchel,40.385162518057,-3.720604303952,438836.161,4470757.118,CL_117_048
28052,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Oporto, 5",Abrantes,Carabanchel,40.385162518057,-3.720604303952,438836.161,4470757.118,CL_117_048
28053,Restos,Restos,R 2750 CL,Carga lateral,1,"Calle Joaquín Jorge Alarcón, 52",Peñagrande,Fuencarral-El Pardo,40.476935007311,-3.723831843099,438645.675,4480946.096,CL_083_093
28054,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,1,"Calle Joaquín Jorge Alarcón, 52",Peñagrande,Fuencarral-El Pardo,40.476935007311,-3.723831843099,438645.675,4480946.096,CL_083_093
28055,Orgánica,Organica,O 2750 CL,Carga lateral,1,"Calle Joaquín Jorge Alarcón, 52",Peñagrande,Fuencarral-El Pardo,40.476935007311,-3.723831843099,438645.675,4480946.096,CL_083_093
28056,Restos,Restos,R 2750 CL,Carga lateral,3,"Avenida Manzanares, 64",San Isidro,Carabanchel,40.401726190598,-3.722781523092,438666.391,4472597.181,CL_113_104
28057,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Avenida Manzanares, 64",San Isidro,Carabanchel,40.401726190598,-3.722781523092,438666.391,4472597.181,CL_113_104
28058,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Avenida Manzanares, 64",San Isidro,Carabanchel,40.401726190598,-3.722781523092,438666.391,4472597.181,CL_113_104
28059,Papel-cartón,PapelCarton,PC 3100 CS,Carga superior,1,"Calle Mirador de la Reina, 115",Mirasierra,Fuencarral-El Pardo,40.490640159373,-3.720043685364,438979.187,4482464.754,CS_087_017
28060,Vidrio,Vidrio,V 3100 CS,Carga superior,1,"Calle Mirador de la Reina, 115",Mirasierra,Fuencarral-El Pardo,40.490640159373,-3.720043685364,438979.187,4482464.754,CS_087_017
28061,Restos,Restos,R 2750 CL,Carga lateral,1,"Paseo Ermita del Santo, 46",Los Cármenes,Latina,40.408270601013,-3.724002758889,438568.709,4473324.455,CL_101_008
28062,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,1,"Paseo Ermita del Santo, 46",Los Cármenes,Latina,40.408270601013,-3.724002758889,438568.709,4473324.455,CL_101_008
28063,Orgánica,Organica,O 2750 CL,Carga lateral,1,"Paseo Ermita del Santo, 46",Los Cármenes,Latina,40.408270601013,-3.724002758889,438568.709,4473324.455,CL_101_008
28064,Restos,Restos,R 2750 CL,Carga lateral,3,"Calle Santa Flora, 4",Opañel,Carabanchel,40.387226089215,-3.718644927788,439004.333,4470984.819,CL_112_066
28065,PMB,PlasticosMetalesYBriks,E 2750 CL,Carga lateral,3,"Calle Santa Flora, 4",Opañel,Carabanchel,40.387226089215,-3.718644927788,439004.333,4470984.819,CL_112_066
28066,Orgánica,Organica,O 2750 CL,Carga lateral,3,"Calle Santa Flora, 4",Opañel,Carabanchel,40.387226089215,-3.718644927788,439004.333,4470984.819,CL_112_066
